l1,0.0001,660,Train,0.419
l1,0.0001,660,Test,0.246
l1,0.0001,670,Train,0.302
l1,0.0001,670,Test,0.203
l1,0.0001,680,Train,0.475
l1,0.0001,680,Test,0.249
l1,0.0001,690,Train,0.371
l1,0.0001,690,Test,0.214
l1,0.0001,700,Train,0.375
l1,0.0001,700,Test,0.186
l1,0.0001,710,Train,0.388
l1,0.0001,710,Test,0.206
l1,0.0001,720,Train,0.295
l1,0.0001,720,Test,0.194
l1,0.0001,730,Train,0.454
l1,0.0001,730,Test,0.211
l1,0.0001,740,Train,0.39
l1,0.0001,740,Test,0.214
l1,0.0001,750,Train,0.343
l1,0.0001,750,Test,0.22
l1,0.0001,760,Train,0.4
l1,0.0001,760,Test,0.226
l1,0.0001,770,Train,0.322
l1,0.0001,770,Test,0.174
l1,0.0001,780,Train,0.45
l1,0.0001,780,Test,0.249
l1,0.0001,790,Train,0.501
l1,0.0001,790,Test,0.257
l1,0.0001,800,Train,0.516
l1,0.0001,800,Test,0.263
l1,0.0001,810,Train,0.401
l1,0.0001,810,Test,0.206
l1,0.0001,820,Train,0.459
l1,0.0001,820,Test,0.251
l1,0.0001,830,Train,0.522
l1,0.0001,830,Test,0.306
l1,0.0001,840,Train,0.461
l1,0.0001,840,Test,0.28
l1,0.0001,850,Train,0.43
l1,0.0001,850,Test,0.234
l1,0.0001,860,Train,0.465
l1,0.0001,860,Test,0.234
l1,0.0001,870,Train,0.418
l1,0.0001,870,Test,0.229
l1,0.0001,880,Train,0.317
l1,0.0001,880,Test,0.203
l1,0.0001,890,Train,0.454
l1,0.0001,890,Test,0.223
l1,0.0001,900,Train,0.523
l1,0.0001,900,Test,0.263
l1,0.0001,910,Train,0.516
l1,0.0001,910,Test,0.231
l1,0.0001,920,Train,0.508
l1,0.0001,920,Test,0.271
l1,0.0001,930,Train,0.554
l1,0.0001,930,Test,0.257
l1,0.0001,940,Train,0.424
l1,0.0001,940,Test,0.203
l1,0.0001,950,Train,0.344
l1,0.0001,950,Test,0.211
l1,0.0001,960,Train,0.48
l1,0.0001,960,Test,0.3
l1,0.0001,970,Train,0.551
l1,0.0001,970,Test,0.274
l1,0.0001,980,Train,0.255
l1,0.0001,980,Test,0.18
l1,0.0001,990,Train,0.464
l1,0.0001,990,Test,0.223
l1,0.0001,1000,Train,0.541
l1,0.0001,1000,Test,0.286
l1,0.0001,100,Train,0.212
l1,0.0001,100,Test,0.169
l1,0.0001,110,Train,0.4
l1,0.0001,110,Test,0.3
l1,0.0001,120,Train,0.399
l1,0.0001,120,Test,0.283
l1,0.0001,130,Train,0.356
l1,0.0001,130,Test,0.32
l1,0.0001,140,Train,0.381
l1,0.0001,140,Test,0.317
l1,0.0001,150,Train,0.367
l1,0.0001,150,Test,0.286
l1,0.0001,160,Train,0.32
l1,0.0001,160,Test,0.269
l1,0.0001,170,Train,0.238
l1,0.0001,170,Test,0.211
l1,0.0001,180,Train,0.399
l1,0.0001,180,Test,0.297
l1,0.0001,190,Train,0.189
l1,0.0001,190,Test,0.157
l1,0.0001,200,Train,0.268
l1,0.0001,200,Test,0.226
l1,0.0001,210,Train,0.358
l1,0.0001,210,Test,0.303
l1,0.0001,220,Train,0.269
l1,0.0001,220,Test,0.223
l1,0.0001,230,Train,0.27
l1,0.0001,230,Test,0.234
l1,0.0001,240,Train,0.321
l1,0.0001,240,Test,0.297
l1,0.0001,250,Train,0.29
l1,0.0001,250,Test,0.24
l1,0.0001,260,Train,0.262
l1,0.0001,260,Test,0.229
l1,0.0001,270,Train,0.336
l1,0.0001,270,Test,0.277
l1,0.0001,280,Train,0.308
l1,0.0001,280,Test,0.211
l1,0.0001,290,Train,0.33
l1,0.0001,290,Test,0.266
l1,0.0001,300,Train,0.347
l1,0.0001,300,Test,0.314
l1,0.0001,310,Train,0.28
l1,0.0001,310,Test,0.22
l1,0.0001,320,Train,0.29
l1,0.0001,320,Test,0.243
l1,0.0001,330,Train,0.209
l1,0.0001,330,Test,0.186
l1,0.0001,340,Train,0.303
l1,0.0001,340,Test,0.249
l1,0.0001,350,Train,0.238
l1,0.0001,350,Test,0.226
l1,0.0001,360,Train,0.205
l1,0.0001,360,Test,0.189
l1,0.0001,370,Train,0.407
l1,0.0001,370,Test,0.32
l1,0.0001,380,Train,0.183
l1,0.0001,380,Test,0.157
l1,0.0001,390,Train,0.307
l1,0.0001,390,Test,0.283
l1,0.0001,400,Train,0.289
l1,0.0001,400,Test,0.229
l1,0.0001,410,Train,0.272
l1,0.0001,410,Test,0.226
l1,0.0001,420,Train,0.199
l1,0.0001,420,Test,0.18
l1,0.0001,430,Train,0.357
l1,0.0001,430,Test,0.291
l1,0.0001,440,Train,0.471
l1,0.0001,440,Test,0.331
l1,0.0001,450,Train,0.193
l1,0.0001,450,Test,0.166
l1,0.0001,460,Train,0.349
l1,0.0001,460,Test,0.254
l1,0.0001,470,Train,0.259
l1,0.0001,470,Test,0.217
l1,0.0001,480,Train,0.375
l1,0.0001,480,Test,0.283
l1,0.0001,490,Train,0.317
l1,0.0001,490,Test,0.263
l1,0.0001,500,Train,0.333
l1,0.0001,500,Test,0.266
l1,0.0001,510,Train,0.339
l1,0.0001,510,Test,0.286
l1,0.0001,520,Train,0.149
l1,0.0001,520,Test,0.149
l1,0.0001,530,Train,0.239
l1,0.0001,530,Test,0.226
l1,0.0001,540,Train,0.297
l1,0.0001,540,Test,0.26
l1,0.0001,550,Train,0.344
l1,0.0001,550,Test,0.274
l1,0.0001,560,Train,0.363
l1,0.0001,560,Test,0.306
l1,0.0001,570,Train,0.343
l1,0.0001,570,Test,0.291
l1,0.0001,580,Train,0.378
l1,0.0001,580,Test,0.326
l1,0.0001,590,Train,0.341
l1,0.0001,590,Test,0.234
l1,0.0001,600,Train,0.327
l1,0.0001,600,Test,0.263
l1,0.0001,610,Train,0.2
l1,0.0001,610,Test,0.177
l1,0.0001,620,Train,0.394
l1,0.0001,620,Test,0.274
l1,0.0001,630,Train,0.414
l1,0.0001,630,Test,0.34
l1,0.0001,640,Train,0.296
l1,0.0001,640,Test,0.26
l1,0.0001,650,Train,0.417
l1,0.0001,650,Test,0.346
l1,0.0001,660,Train,0.295
l1,0.0001,660,Test,0.283
l1,0.0001,670,Train,0.319
l1,0.0001,670,Test,0.251
l1,0.0001,680,Train,0.323
l1,0.0001,680,Test,0.266
l1,0.0001,690,Train,0.244
l1,0.0001,690,Test,0.214
l1,0.0001,700,Train,0.394
l1,0.0001,700,Test,0.277
l1,0.0001,710,Train,0.4
l1,0.0001,710,Test,0.317
l1,0.0001,720,Train,0.368
l1,0.0001,720,Test,0.323
l1,0.0001,730,Train,0.245
l1,0.0001,730,Test,0.211
l1,0.0001,740,Train,0.333
l1,0.0001,740,Test,0.283
l1,0.0001,750,Train,0.35
l1,0.0001,750,Test,0.286
l1,0.0001,760,Train,0.253
l1,0.0001,760,Test,0.211
l1,0.0001,770,Train,0.296
l1,0.0001,770,Test,0.226
l1,0.0001,780,Train,0.343
l1,0.0001,780,Test,0.289
l1,0.0001,790,Train,0.429
l1,0.0001,790,Test,0.343
l1,0.0001,800,Train,0.277
l1,0.0001,800,Test,0.249
l1,0.0001,810,Train,0.237
l1,0.0001,810,Test,0.226
l1,0.0001,820,Train,0.402
l1,0.0001,820,Test,0.306
l1,0.0001,830,Train,0.374
l1,0.0001,830,Test,0.291
l1,0.0001,840,Train,0.3
l1,0.0001,840,Test,0.263
l1,0.0001,850,Train,0.237
l1,0.0001,850,Test,0.214
l1,0.0001,860,Train,0.385
l1,0.0001,860,Test,0.283
l1,0.0001,870,Train,0.18
l1,0.0001,870,Test,0.166
l1,0.0001,880,Train,0.253
l1,0.0001,880,Test,0.231
l1,0.0001,890,Train,0.392
l1,0.0001,890,Test,0.303
l1,0.0001,900,Train,0.367
l1,0.0001,900,Test,0.294
l1,0.0001,910,Train,0.406
l1,0.0001,910,Test,0.323
l1,0.0001,920,Train,0.303
l1,0.0001,920,Test,0.234
l1,0.0001,930,Train,0.368
l1,0.0001,930,Test,0.303
l1,0.0001,940,Train,0.312
l1,0.0001,940,Test,0.254
l1,0.0001,950,Train,0.229
l1,0.0001,950,Test,0.186
l1,0.0001,960,Train,0.355
l1,0.0001,960,Test,0.28
l1,0.0001,970,Train,0.286
l1,0.0001,970,Test,0.229
l1,0.0001,980,Train,0.404
l1,0.0001,980,Test,0.309
l1,0.0001,990,Train,0.423
l1,0.0001,990,Test,0.354
l1,0.0001,1000,Train,0.275
l1,0.0001,1000,Test,0.257
